	Acartia-tonsa_adults_SR	Amphibalanus-amphitrite_larva_ou	Calanoides-carinatus_active-pop_BL	Calanus-hyperboreus_female_AF	Eucalanus-hyalinus_high-oxygen_CA	Eucyclops-serrulatus__SR	Eurytemora-affinis_adults_fr	Labidocera-madurae_femalesPooled_SR	Lernaea-cyprinacea_hote_SR	Lsalmonis_female_SR	Metridia-longa_female_AU	Nannocalanus-minor__BY	Neocalanus-flemingeri_pooledFemales_SR	Onana_female_in	Osimilis_female_in	Paracyclopina-nana_SRR1664735_Tr	Penaeus-aztecus_10Hepatopancreas_ou	Pleuromamma-robusta__BU	Pseudocalanus-sp_female_BE	Pseudodiaptomus-annandalei_1ind_SR	Tigriopus-japonicus_SRR1784985_Tr	Tigripus-kingsejongensis_SRR2034718_Tr	Tracheliastes-polycolpus_female_le
PF07529.14	36	27	10	19	29	126	14	51	62	29	8	29	38	12	10	31	11	31	7	61	21	9	47
PF09128.12	6	3	4	1	2	8	9	4	11	6	8	6	4	7	8	23	10	6	0	4	13	14	10
PF00647.20	6	44	12	14	5	25	4	8	155	2	25	5	2	3	3	4	14	4	7	26	1	2	2
PF02272.20	3	22	15	4	1	24	1	1	6	1	2	2	2	2	2	6	2	2	17	31	16	4	2
PF00043.26	65	291	239	241	135	228	63	57	130	14	153	133	176	86	97	145	131	140	183	126	115	29	22
PF11715.9	175	831	210	177	228	483	123	333	128	127	251	267	31	271	473	284	467	403	72	392	205	71	141
PF12928.8	12	2	0	0	0	30	4	16	1	0	0	0	0	2	2	15	6	2	0	1	4	1	0
PF09764.10	5	4	3	9	2	18	11	9	2	4	8	1	1	42	48	17	7	2	27	12	2	1	1
PF00098.24	441	1777	379	376	576	1735	354	338	371	78	1631	266	382	264	263	1132	329	1277	508	693	660	259	276
PF01769.17	42	13	52	91	183	59	76	108	65	6	125	39	76	21	18	73	45	154	74	49	66	17	4
PF00231.20	3	13	17	2	5	38	16	1	18	2	3	4	10	1	1	1	11	3	4	18	1	9	2
PF13369.7	4	8	3	3	2	4	6	2	0	0	1	1	4	8	12	1	5	0	2	2	2	17	0
PF08755.12	15	9	19	82	21	18	26	15	9	20	7	22	56	15	17	18	14	19	34	12	33	17	3
PF18404.2	1	8	1	1	2	12	7	10	5	1	3	1	1	1	1	5	4	1	12	1	35	3	1
PF18402.2	4	5	4	4	8	8	3	4	4	3	12	11	4	3	3	4	8	4	8	3	3	13	4
PF18403.2	3	8	3	4	6	13	3	3	4	3	9	2	3	3	3	3	6	3	6	3	3	3	2
PF18400.2	1	6	1	3	2	144	1	1	1	4	12	1	1	1	1	2	3	1	0	1	1	1	1
PF06427.12	358	187	102	124	2	203	1	2	87	7	3	1	77	1	29	1	7	1	53	144	8	26	2
PF18401.2	4	3	4	2	10	3	6	4	5	3	6	1	9	6	6	9	25	14	9	9	1	3	3
PF16897.6	4	22	3	3	4	37	2	6	8	5	3	3	5	5	5	4	3	3	2	3	2	4	3
PF02824.22	10	16	9	5	9	64	29	15	23	37	6	16	5	24	13	33	26	7	7	11	18	12	6
PF02421.19	331	1786	343	97	180	378	484	340	171	249	254	144	188	108	123	292	194	253	284	269	202	131	132
PF01053.21	14	53	66	11	10	31	27	28	31	1	32	14	26	22	10	32	22	22	46	34	24	15	4
PF00135.29	15	499	513	259	425	222	184	279	62	79	184	222	108	174	137	492	186	240	282	215	230	141	66
PF07859.14	27	189	305	225	251	153	136	511	140	139	196	65	75	73	79	344	170	164	260	198	157	217	18
PF00183.19	17	23	154	85	61	615	10	17	213	18	72	70	33	28	14	116	27	76	115	140	22	9	15
PF02518.27	46	122	97	170	68	189	127	113	73	44	157	57	213	52	32	176	23	165	94	112	64	70	30
PF13589.7	46	55	60	56	49	138	37	46	52	12	22	23	66	32	30	130	32	51	35	88	64	22	32
PF08314.12	2	15	0	11	8	17	4	34	2	0	0	4	0	0	0	6	2	12	0	6	0	0	0
PF15492.7	5	2	4	10	2	9	1	7	3	0	5	1	2	6	40	1	37	59	0	23	12	0	4
PF06090.13	1	5	2	7	2	11	9	4	11	1	6	30	1	3	6	3	0	9	14	5	1	1	3
PF00385.25	102	231	896	527	383	277	227	154	188	116	581	288	646	45	64	122	128	574	363	254	112	56	84
PF05443.12	382	0	340	416	2255	620	2196	1705	13	264	231	375	663	36	36	175	0	265	433	247	282	110	30
PF00373.19	34	118	163	120	94	247	110	190	208	146	79	29	41	83	97	425	136	70	129	171	364	102	313
PF09379.11	48	198	49	65	67	95	172	47	123	50	227	30	28	58	85	178	72	48	34	143	271	118	87
PF09380.11	31	74	24	21	30	92	61	36	67	60	67	12	12	33	41	104	61	35	14	45	47	20	29
PF08726.11	4	17	4	7	18	12	6	7	32	25	99	2	7	13	14	15	4	94	27	19	32	13	11
PF15057.7	61	12	43	19	122	8	82	84	0	0	355	147	148	12	28	0	0	610	60	99	0	0	0
PF09465.11	62	0	32	30	44	1	70	44	1	2	324	48	108	4	2	2	2	336	10	44	1	2	1
PF18115.2	151	56	42	64	113	47	72	28	1	13	81	246	41	0	0	12	0	193	9	24	0	0	2
PF18597.2	33	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09038.11	51	0	47	0	9	0	0	24	2	0	58	76	99	0	0	0	0	58	48	41	0	0	0
PF15963.6	31	54	75	11	21	194	81	104	105	97	8	28	26	164	47	115	32	38	8	89	97	54	37
PF10347.10	4	19	3	7	4	18	4	4	2	1	1	2	0	1	1	134	3	2	1	1	28	3	2
PF10293.10	3	0	0	0	0	0	10	4	3	0	4	2	0	1	1	0	6	2	0	4	0	0	0
PF02008.21	105	71	280	372	396	169	222	172	46	91	1390	360	383	103	91	346	38	1175	1853	224	74	73	27
PF04379.15	4	2	1	3	1	6	3	4	4	8	1	3	7	4	2	2	1	1	2	2	1	2	1
PF05303.13	1	14	7	9	3	11	2	5	12	3	12	12	11	12	4	4	8	2	0	13	19	2	0
PF15870.6	26	12	81	19	13	34	43	26	1	24	27	77	8	9	12	27	21	63	6	22	65	48	2
PF00002.25	32	260	224	211	115	388	214	137	109	23	98	45	70	106	85	369	65	79	225	255	229	126	36
PF00812.18	13	8	70	47	21	47	18	28	32	5	44	17	3	79	46	23	0	1	33	17	20	13	11
PF00058.18	286	440	288	424	134	285	673	947	335	178	332	243	500	227	226	1312	343	214	208	883	318	142	397
PF16472.6	34	36	24	127	41	45	43	24	39	55	111	0	36	21	61	21	62	96	12	124	25	7	70
PF08450.13	254	606	387	370	214	550	244	734	245	186	169	155	216	146	172	768	233	214	506	373	215	181	421
PF05347.16	35	86	35	41	9	83	69	13	51	35	12	23	17	19	20	53	25	22	33	39	39	13	20
PF06522.12	12	5	26	26	6	19	7	30	2	0	9	33	38	6	2	6	2	7	10	7	2	6	2
PF01747.18	8	2	22	10	2	13	4	4	9	1	9	4	7	4	4	5	4	2	16	17	7	7	2
PF14306.7	13	53	75	35	28	41	36	21	28	5	17	21	15	16	6	17	4	23	37	42	18	22	14
PF01583.21	3	114	105	62	3	12	4	6	18	1	30	3	101	1	1	5	3	43	29	11	4	59	23
PF02263.20	16	65	71	90	77	153	12	16	34	2	35	27	39	3	3	2	39	9	11	17	8	3	6
PF01257.20	1	7	0	1	2	4	1	5	2	1	2	6	2	1	2	9	7	3	13	9	1	3	2
PF00696.29	4	51	7	5	11	63	2	14	6	3	7	2	11	7	19	52	4	0	4	7	29	8	0
PF19057.1	23	80	18	30	15	12	14	15	14	48	2	3	15	16	16	9	3	2	47	18	18	11	8
PF11894.9	10	8	5	44	1	11	3	2	9	2	1	12	68	6	4	1	1	2	5	5	1	4	8
PF10487.10	14	5	7	9	9	32	3	18	5	2	9	6	6	7	11	18	4	8	6	18	5	4	30
PF17817.2	2	15	17	8	10	5	6	3	27	6	6	28	8	1	1	28	5	0	2	5	9	3	8
PF01596.18	2	9	18	4	1	5	15	22	5	0	0	4	7	15	17	26	4	4	3	16	1	6	0
PF13578.7	2	34	35	11	17	60	15	71	5	0	0	19	5	38	54	81	25	20	8	18	7	12	0
PF01135.20	9	83	9	16	52	88	74	18	57	42	42	3	3	42	48	97	32	11	12	43	30	68	4
PF01027.21	46	42	136	105	39	97	49	87	110	51	59	42	103	57	61	75	39	82	62	83	76	61	57
PF13865.7	12	72	20	16	0	157	148	22	32	10	21	0	0	37	21	339	23	0	6	59	14	17	18
PF13410.7	194	268	220	104	163	253	91	194	104	9	69	72	75	93	36	576	146	115	95	189	94	143	10
PF03142.16	4	56	57	35	40	20	35	15	20	4	15	16	4	5	5	20	18	19	42	25	23	7	5
PF13632.7	45	18	26	46	41	80	48	70	40	29	79	38	18	23	26	111	99	66	38	97	138	43	22
PF13641.7	16	65	60	30	127	81	217	101	68	53	97	22	27	36	21	104	22	43	69	69	90	47	17
PF10557.10	72	71	55	31	30	196	40	47	80	49	56	40	94	53	183	60	40	128	75	88	61	58	52
PF00648.22	33	295	67	69	49	110	75	93	94	35	84	45	30	97	98	67	23	90	47	103	68	39	11
PF00201.19	12	143	94	44	56	61	34	62	64	9	34	22	32	27	17	29	106	86	51	56	85	36	13
PF04101.17	13	98	86	33	109	43	25	63	31	9	36	20	46	25	55	63	76	63	13	13	40	38	8
PF08645.12	1	13	2	2	4	9	2	6	13	14	2	1	8	2	2	1	8	2	1	23	6	2	3
PF17913.2	4	21	40	0	4	4	23	11	2	6	10	7	0	7	5	35	2	29	5	37	20	4	9
PF03619.17	24	70	86	16	12	62	14	27	20	24	36	8	11	8	18	14	48	26	37	13	7	11	32
PF02854.20	51	195	63	71	59	245	31	59	187	123	87	49	38	47	26	89	84	117	32	78	59	49	38
PF02847.18	33	36	42	43	21	87	20	96	200	85	142	33	63	22	22	31	22	147	29	121	15	35	62
PF02020.19	25	117	47	34	23	180	97	69	156	234	214	93	65	24	18	82	86	44	83	467	89	56	37
PF00266.20	29	189	85	71	76	169	93	44	92	70	97	99	74	80	107	208	55	79	62	129	107	104	40
PF13177.7	8	66	8	12	21	37	12	8	21	7	6	6	7	6	5	20	11	7	11	20	43	7	5
PF16367.6	391	484	682	584	450	1544	709	713	1109	360	600	527	622	442	407	680	705	743	424	732	350	306	221
PF17032.6	168	0	0	76	72	0	0	0	87	56	1429	192	0	511	618	0	134	167	2424	480	0	0	0
PF06467.15	391	47	24	15	29	68	52	267	0	0	24	231	18	30	20	24	9	12	21	20	0	12	0
PF15780.6	23	221	82	30	65	62	80	79	12	31	27	100	22	117	108	19	15	46	64	21	26	12	34
PF05091.13	9	19	12	14	4	21	3	4	22	19	2	4	39	6	28	16	30	2	11	12	16	24	3
PF08083.12	1	3	0	6	1	5	1	1	4	1	1	1	1	1	1	4	4	1	16	13	1	7	1
PF12134.9	1	1	1	2	18	7	1	1	4	1	1	1	1	1	1	2	2	1	25	10	1	1	1
PF10596.10	1	1	1	2	1	7	1	1	17	1	1	1	1	1	1	2	2	1	2	5	1	1	1
PF08082.12	2	13	0	1	2	4	2	2	5	1	2	2	2	2	2	2	2	2	4	6	2	0	1
PF10597.10	2	4	0	2	4	9	1	1	7	1	1	2	2	1	1	2	2	2	4	5	2	1	1
PF08084.12	1	1	4	3	6	2	2	3	5	1	2	2	2	2	2	4	2	1	6	6	1	1	1
PF10598.10	1	2	0	2	1	4	1	1	2	2	1	1	1	1	1	2	2	3	2	5	1	1	1
PF01398.22	149	80	60	52	27	88	75	92	129	12	78	153	28	34	28	103	274	37	35	74	33	28	83
PF09730.10	4	70	12	41	18	32	6	8	81	18	76	98	4	21	24	12	69	26	4	157	119	10	92
PF01393.20	19	8	84	40	176	60	12	14	36	8	187	21	183	6	6	28	4	139	45	95	12	14	28
PF07557.12	9	0	8	0	14	36	14	4	0	0	80	6	9	0	0	0	0	87	20	7	0	5	4
PF02617.18	1	1	2	8	15	11	8	23	2	10	8	2	9	44	15	7	8	3	22	9	26	15	5
PF15914.6	33	16	2	3	1	28	3	6	3	7	20	1	2	0	0	0	0	3	0	4	1	4	32
PF01030.25	7	24	96	19	6	16	8	16	19	13	21	26	9	4	4	20	12	6	6	5	20	19	9
PF14843.7	5	57	40	23	13	20	18	31	41	11	23	5	1	12	12	60	33	22	64	12	27	10	6
PF00757.21	15	100	170	36	26	17	30	60	71	10	80	18	21	43	31	173	32	22	1	21	246	15	18
PF00665.27	58	2497	150	35	160	97	261	261	508	199	42	139	4	11	15	1077	226	237	240	324	2224	419	0
PF00612.28	405	2343	669	522	573	808	1861	565	1010	803	1101	142	464	754	643	1020	683	982	571	1013	680	250	836
PF07533.17	18	36	27	39	28	229	31	39	21	134	9	7	19	3	3	94	13	53	5	41	31	11	21
PF00252.19	75	29	4	4	5	18	1	7	27	6	10	5	10	4	3	5	10	33	9	21	12	11	6
PF08311.13	4	44	186	99	2	490	125	10	9	8	107	10	10	11	19	0	4	299	7	30	20	3	113
PF00750.20	14	11	18	2	8	14	16	6	14	27	5	2	3	10	9	22	8	5	3	27	4	4	9
PF03485.17	3	30	9	7	24	62	8	26	30	14	7	16	12	72	36	58	14	4	9	0	24	10	6
PF09333.12	1	17	2	9	1	4	2	1	17	3	1	2	2	3	1	1	1	0	22	1	2	1	1
PF12624.8	15	43	69	30	16	25	18	30	59	21	3	9	13	11	10	104	25	6	1	114	83	2	76
PF12830.8	4	8	16	4	12	35	6	3	8	4	12	3	6	10	10	27	8	9	16	14	6	2	6
PF14735.7	24	63	10	24	20	6	38	208	12	6	12	13	36	4	4	6	0	24	32	32	4	4	2
PF14770.7	3	6	31	1	2	7	5	0	13	2	4	2	2	15	8	2	2	3	4	3	3	1	12
PF16507.6	7	10	4	4	10	46	14	23	14	15	6	7	32	4	4	9	18	14	9	20	17	5	5
PF11919.9	9	6	74	25	65	191	48	8	32	5	27	55	37	10	10	16	10	44	45	40	87	22	25
PF03542.17	2	2	2	1	4	12	16	5	1	13	3	2	1	1	2	1	5	1	2	7	2	7	1
PF11864.9	7	7	3	0	3	22	8	5	1	25	3	3	43	1	2	3	8	2	12	36	4	1	2
PF01814.24	4	99	295	91	28	38	104	73	16	0	108	87	130	42	20	12	0	223	94	105	12	0	0
PF13621.7	145	135	107	116	78	97	96	259	45	34	86	49	132	44	45	98	91	99	63	113	249	58	77
PF04130.14	22	34	20	12	14	57	32	32	51	12	31	10	10	10	10	16	16	7	9	37	43	15	31
PF17681.2	50	32	27	8	39	57	66	42	32	20	51	25	17	33	115	39	28	15	16	44	114	50	26
PF00178.23	24	141	194	114	97	98	81	94	84	19	121	26	89	45	54	98	176	151	483	71	53	65	38
PF11620.9	13	8	2	0	1	7	1	1	11	1	3	2	1	1	1	7	8	4	1	3	2	1	1
PF02198.17	37	49	40	44	21	52	34	59	106	61	22	9	3	49	43	56	63	12	25	74	45	29	32
PF08064.14	118	29	16	15	76	65	178	168	27	6	47	14	19	208	120	261	65	65	7	286	73	13	98
PF13001.8	3	8	6	88	3	12	9	30	11	24	65	4	5	54	54	24	16	178	5	10	37	10	6
PF04110.14	11	83	9	11	5	13	20	48	43	2	36	34	8	2	1	1	23	61	20	24	4	4	2
PF02991.17	80	13	16	14	38	9	27	28	53	2	21	7	10	4	3	1	13	26	17	19	2	2	2
PF07035.13	8	6	2	6	6	8	16	10	2	4	9	3	2	12	30	4	14	3	5	6	20	5	1
PF01619.19	5	44	28	130	5	36	49	27	16	14	14	5	17	5	9	58	7	8	12	8	83	12	6
PF05724.12	12	16	27	11	24	33	78	29	9	0	56	37	37	8	11	19	57	90	37	29	89	13	0
PF01655.19	1	5	27	4	8	15	1	3	15	4	29	6	17	8	6	2	2	10	6	12	5	3	2
PF00241.21	47	74	111	469	61	76	91	47	99	28	114	32	93	25	17	24	26	71	58	83	43	21	24
PF02784.17	3	20	27	9	10	22	15	11	60	10	4	2	13	13	12	14	2	10	4	14	10	6	0
PF00278.23	6	20	25	8	10	25	10	19	111	1	6	2	37	9	8	26	6	16	9	22	39	13	0
PF02148.20	79	100	81	83	55	114	88	103	46	149	144	57	93	105	94	146	73	215	145	94	60	18	35
PF00880.19	34	12	15	9	24	22	18	18	10	16	0	0	18	6	16	2	5	34	0	18	4	3	6
PF00026.24	5	125	44	13	6	21	2	13	32	3	6	4	13	3	5	13	31	2	7	24	6	17	3
PF14543.7	16	115	16	22	41	29	11	29	45	15	19	44	44	10	35	26	32	19	10	27	22	46	15
PF07966.13	2	0	0	0	4	0	0	2	12	0	0	0	0	0	0	0	0	4	0	0	0	0	0
PF16909.6	4	84	19	45	27	101	24	55	30	27	116	31	14	34	50	142	138	46	22	43	34	18	52
PF16910.6	6	20	0	4	34	13	14	63	16	13	53	0	17	11	7	147	32	10	34	65	30	6	19
PF06650.13	3	35	21	6	34	30	15	21	6	7	34	15	15	10	24	106	52	20	38	4	44	19	16
PF16908.6	16	13	0	1	9	17	18	78	12	3	24	0	6	8	6	118	41	0	2	41	34	0	13
PF01176.20	6	46	12	9	10	23	5	24	32	11	6	9	25	4	4	7	18	59	11	14	5	3	2
PF01342.22	10	78	15	29	3	52	20	48	28	5	24	8	0	9	5	11	2	92	3	27	4	9	5
PF03215.16	391	73	35	79	152	355	50	91	84	147	112	206	203	141	141	978	202	149	223	438	260	39	282
PF13793.7	38	32	37	51	27	63	103	17	32	34	36	13	38	23	21	98	14	38	16	43	21	18	11
PF14572.7	14	20	25	40	22	55	18	17	31	26	32	16	29	23	13	75	11	24	11	43	22	16	8
PF00156.28	54	276	84	75	85	109	45	46	77	26	259	36	174	81	49	60	31	177	68	74	94	50	33
PF05603.13	2	6	1	1	1	14	12	2	5	1	2	3	1	7	6	1	1	1	3	3	4	1	3
PF01394.21	6	19	6	26	12	50	12	12	48	12	18	6	6	6	6	6	38	8	6	75	6	6	6
PF13838.7	1	11	2	11	3	19	2	2	14	2	3	2	2	2	2	2	11	2	2	5	1	1	1
PF01645.18	7	6	2	0	3	9	2	5	3	4	2	12	2	4	4	28	4	3	23	17	4	1	6
PF00310.22	1	35	1	0	21	26	1	2	3	3	14	1	1	8	5	2	1	8	0	3	2	1	2
PF04898.15	2	4	2	3	7	5	1	5	3	2	4	1	2	7	15	4	4	2	1	3	4	4	4
PF01493.20	1	5	1	2	1	13	1	2	1	2	1	0	1	4	4	2	2	2	1	1	6	1	2
PF14691.7	4	2	11	5	5	75	13	7	4	6	2	3	9	4	4	5	34	3	1	3	3	4	5
PF00070.28	79	113	271	235	138	243	379	320	349	63	67	104	204	157	142	358	178	95	99	254	226	192	135
PF01593.25	48	97	98	92	119	651	77	165	114	93	98	90	88	121	118	216	54	73	106	129	55	111	45
PF01946.18	63	88	38	33	15	196	77	120	53	224	53	46	7	104	89	134	172	23	36	53	14	44	4
PF10534.10	1	1	2	3	1	2	2	27	1	0	1	0	0	1	1	1	3	1	2	5	2	1	1
PF07539.13	47	58	22	17	10	80	28	35	0	0	44	10	8	0	0	0	17	30	57	36	0	0	0
PF00132.25	121	289	660	148	133	365	94	207	235	67	113	106	77	59	57	202	204	247	296	240	156	114	58
PF12662.8	90	988	610	299	374	306	724	1402	1029	124	382	166	823	230	275	2252	1038	197	1037	753	1606	207	629
PF04153.19	50	31	68	14	23	106	230	205	75	55	88	72	96	65	18	70	15	72	210	18	16	85	17
PF15002.7	1	0	15	2	1	8	4	5	9	4	1	8	2	16	13	2	4	1	1	2	1	1	8
PF12422.9	37	5	18	0	2	156	4	2	18	2	3	14	1	3	3	8	107	18	4	2	0	0	0
PF12859.8	3	71	0	2	16	28	1	0	6	2	15	0	6	0	0	0	18	0	0	0	4	0	6
PF01851.23	100	140	17	24	79	158	21	192	116	56	31	27	26	18	18	128	32	93	16	405	23	30	7
PF09738.10	52	86	27	74	22	138	27	58	433	9	14	2	69	217	67	168	25	42	6	30	96	36	57
PF13907.7	2	11	4	49	4	0	10	4	3	2	2	3	36	0	0	0	4	6	2	3	0	0	10
PF18375.2	4	2	15	7	9	0	14	20	0	10	6	4	3	0	0	0	16	6	5	2	0	0	25
PF00505.20	154	469	675	297	303	706	303	350	647	147	544	269	497	111	119	340	429	824	464	308	344	239	276
PF09011.11	732	1236	821	376	540	1300	368	1143	614	435	1251	405	844	319	446	721	334	679	670	1555	506	252	246
PF10212.10	114	54	13	3	4	56	60	25	34	44	60	12	3	71	8	4	43	48	15	60	4	22	8
PF01642.23	2	1	3	2	2	9	2	1	7	1	1	1	2	1	1	2	9	4	3	1	1	1	1
PF09324.11	117	11	103	30	57	91	92	49	37	36	79	32	14	10	16	32	111	46	28	248	19	33	44
PF01369.21	23	110	77	44	39	73	42	25	55	17	22	47	46	16	18	38	21	38	49	54	30	19	37
PF12783.8	18	30	22	19	13	50	88	18	15	18	20	17	7	38	42	36	73	21	2	12	16	3	51
PF16213.6	4	29	7	1	5	18	4	7	6	10	0	5	74	61	87	25	25	4	5	8	42	5	6
PF08146.13	42	46	2	17	16	55	90	12	12	17	3	3	1	5	5	16	4	2	1	7	31	15	21
PF05960.12	8	34	7	27	12	18	6	12	52	1	9	18	14	12	11	23	25	22	23	12	19	49	3
PF12031.9	2	14	17	19	3	27	3	16	18	8	1	5	27	2	2	5	21	4	2	15	10	2	7
PF07534.17	27	41	47	44	22	155	26	43	17	9	44	12	20	14	14	74	14	25	77	53	62	35	14
PF05013.13	6	0	0	20	36	24	12	40	0	8	26	18	0	2	4	16	0	51	8	27	10	8	0
PF18346.2	22	123	6	15	7	49	28	18	7	16	4	17	5	15	17	80	31	52	11	15	34	14	24
PF07699.14	21	341	68	79	86	285	147	170	72	72	46	153	110	6	6	148	133	174	88	356	141	92	34
PF02494.17	5	35	11	6	12	48	20	15	22	33	29	4	8	9	9	63	47	0	10	46	58	17	13
PF13385.7	24	181	209	72	67	87	172	173	191	50	31	27	161	124	74	679	133	23	64	305	493	88	187
PF12947.8	210	3813	1332	1033	686	869	1420	1300	1726	2645	938	633	795	433	459	2263	1115	562	1250	2875	6139	348	898
PF00354.18	7	0	75	8	5	7	39	7	11	14	8	4	0	3	3	117	6	5	4	10	42	2	1
PF00294.25	49	83	59	70	30	212	30	39	18	18	29	25	16	31	27	25	32	30	49	38	41	16	20
PF03193.17	772	703	1112	1052	1448	1141	678	1024	1114	455	658	531	1032	534	519	1115	671	720	457	732	345	765	1034
PF00459.26	21	52	33	28	57	113	40	69	43	13	17	19	20	30	40	103	28	36	29	56	71	37	34
PF10493.10	7	0	8	1	4	19	4	6	8	2	6	6	5	12	12	3	3	15	1	4	21	1	9
PF08783.12	106	44	7	0	23	5	45	53	6	6	33	4	1	2	1	13	19	34	0	14	16	0	2
PF08326.13	2	12	5	1	2	21	3	6	18	1	1	6	1	3	2	3	1	3	1	8	2	5	5
PF01039.23	16	49	14	44	14	55	22	23	24	42	20	7	14	16	22	98	10	38	23	34	24	15	26
PF11672.9	86	0	0	0	0	0	0	96	0	0	99	0	108	0	0	0	0	64	0	0	0	0	0
PF01940.17	4	7	4	27	6	9	196	68	3	2	18	7	43	4	4	5	2	10	37	0	1	3	2
PF03253.15	16	8	14	12	16	1	60	6	0	2	34	3	0	10	12	7	8	27	5	13	14	15	6
PF00452.20	122	79	49	23	21	12	4	54	103	6	6	5	14	34	29	24	6	17	44	116	10	23	6
PF13764.7	6	8	2	2	4	21	1	4	111	2	20	7	7	4	2	3	18	16	21	27	34	3	2
PF12110.9	1	3	1	5	1	11	1	1	5	1	2	1	1	3	1	1	8	1	10	5	1	1	1
PF04096.15	14	1	1	0	1	9	26	2	4	1	2	2	2	3	2	2	4	1	18	17	1	3	26
PF12656.8	230	83	49	23	54	81	54	13	163	107	206	28	36	159	99	798	114	41	36	164	58	52	27
PF12231.9	44	2	2	0	2	13	1	21	6	1	0	0	1	1	1	4	2	0	0	0	6	2	27
PF03368.15	16	2	6	6	6	32	21	37	17	12	6	8	12	14	14	10	12	3	6	20	63	1	56
PF11515.9	1	170	0	0	2	4	5	1	1	6	2	0	8	0	0	3	2	2	2	2	2	0	2
PF01902.18	3	2	3	2	1	2	7	1	1	3	1	1	1	3	1	19	4	1	1	1	7	4	10
PF01042.22	20	20	41	89	18	26	18	35	11	4	43	20	33	9	13	16	6	18	25	45	23	7	3
PF01062.22	8	257	277	213	130	33	73	84	11	9	159	67	84	81	81	176	39	147	138	89	59	40	33
PF12066.9	28	8	31	46	56	14	75	44	55	6	13	20	34	4	40	44	136	51	11	70	13	25	9
PF04959.14	8	2	17	114	8	18	52	53	94	3	28	288	13	19	21	70	127	16	24	89	48	53	9
PF01196.20	4	32	0	1	48	3	7	2	3	4	7	1	1	5	1	1	1	1	4	7	3	2	0
PF01529.21	124	510	188	236	315	343	423	114	213	106	103	123	107	108	114	206	181	345	183	189	202	116	105
PF08337.13	10	234	5	2	5	54	12	14	80	5	6	10	5	3	3	28	11	15	7	11	3	3	2
PF01403.20	12	210	71	92	51	120	68	114	133	38	65	11	25	26	29	71	10	43	113	65	47	28	51
PF01833.25	22	197	59	371	62	77	167	201	40	37	377	32	39	23	24	210	38	54	210	527	34	25	175
PF18020.2	7	43	8	4	30	8	8	9	6	10	23	1	8	4	4	58	12	8	15	16	10	2	4
PF01437.26	19	179	79	83	105	253	318	45	88	78	308	37	137	151	150	295	92	84	91	296	177	58	47
PF17960.2	10	38	10	10	14	11	69	13	8	12	66	0	19	12	12	15	9	40	8	3	24	0	9
PF08235.14	19	11	107	50	51	60	14	17	25	17	17	16	46	16	14	27	6	58	32	24	19	6	4
PF04571.15	30	0	37	42	21	59	196	28	43	10	18	31	56	15	17	24	3	11	19	23	16	10	13
PF03767.15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
PF02359.19	3	7	6	8	9	98	21	6	14	2	9	19	27	3	35	56	9	7	6	24	159	3	9
PF02933.18	2	16	2	47	87	122	154	16	31	1	9	5	67	2	2	4	4	19	5	44	9	7	8
PF09336.11	40	127	152	46	95	70	64	138	43	143	104	18	247	28	29	39	13	203	160	130	13	25	6
PF01695.18	101	0	35	37	7	262	205	73	160	4	58	37	65	44	44	410	6	34	8	188	49	6	20
PF06745.14	40	4	270	293	23	141	54	68	25	68	39	18	500	50	49	50	22	53	106	55	46	20	51
PF13481.7	12	157	33	26	69	69	265	274	373	11	36	23	107	31	62	32	34	43	26	56	42	18	10
PF12775.8	86	113	16	79	23	109	274	152	23	273	292	10	135	23	24	115	34	272	67	338	74	71	121
PF13521.7	79	71	71	112	178	202	114	16	864	77	60	69	148	44	43	74	33	161	26	416	445	16	44
PF00308.19	2	42	0	0	0	0	0	2	60	0	2	0	6	0	0	0	4	0	10	8	177	0	0
PF01057.18	2	24	0	0	0	2	28	6	10	4	8	2	62	4	4	0	4	12	0	13	210	186	0
PF04182.13	3	9	1	0	4	6	8	0	6	5	2	48	4	12	36	6	24	6	4	39	132	10	30
PF00038.22	144	1206	503	677	656	1994	319	396	2335	249	523	393	863	261	885	509	68	294	671	1045	954	477	13
PF16207.6	3	61	5	3	5	31	13	9	10	3	14	3	9	5	3	6	7	7	4	3	3	15	14
PF03308.17	42	8	66	124	62	221	93	40	40	18	6	137	26	1	1	1	35	0	92	204	1	62	2
PF06703.12	3	20	31	16	6	21	2	1	5	3	27	9	6	4	12	8	3	19	10	4	3	1	1
PF00014.24	35	638	330	545	223	694	378	179	400	658	148	123	112	251	264	616	425	157	165	346	506	197	165
PF00031.22	140	97	45	48	14	31	14	36	28	6	77	14	44	19	19	0	30	42	7	21	7	6	7
PF16845.6	43	17	0	25	2	0	0	19	8	10	60	0	0	33	65	0	49	28	0	10	0	0	0
PF12030.9	9	23	39	10	955	31	66	44	12	14	66	12	15	17	15	42	7	54	29	13	25	11	27
PF16059.6	2	6	1	0	2	46	2	2	6	8	6	2	4	8	8	6	4	0	0	1	15	6	12
PF05041.16	4	3	7	29	8	10	29	2	8	2	14	3	5	5	6	15	9	14	2	49	5	10	4
PF04054.16	1	5	3	2	2	7	2	2	10	5	3	5	2	1	1	9	35	1	6	8	2	2	1
